,ADEL,ADER,ADFL,ADLL,ADLR,AFDL,AFDR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVG,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,CEPDL,CEPDR,CEPVL,CEPVR,FLPL,FLPR,IL1DL,IL1DR,IL1R,IL1VL,IL1VR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2V4,NSML,NSMR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,URADL,URADR,URAVL,URAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIBL,AIBR,AIML,AIMR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,ALA,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVFL,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,I1L,I1R,I2L,I2R,I3,I4,I6,RIAL,RIAR,RIBL,RIBR,RICL,RICR,RIFR,RIGL,RIGR,RIH,RIPL,RIR,RIS,RIVL,RIVR,SAADL,SAADR,SAAVL,SAAVR,SABD,SABVL,SABVR,SIBVR,AS1,DA1,DB2,DD1,M1,M2L,M2R,M3L,M3R,M5,MCL,MCR,MI,RID,RIML,RIMR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMGL,RMGR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,VA1,VB1,VB2
RID,,,0.099716165,,,-0.002850769,-0.036218615,-0.024283008,,,0.20303563,,-0.035007348,0.042263568,0.041903174,0.098943005,0.025502171,,,,,0.118201895,0.002480506,-0.033384999,0.172403187,0.00725607,0.091393131,-0.044256341,,-0.012499655,,,0.047566969,-0.009274637,,,0.048839633,0.060290157,0.048924368,0.044017407,0.087448533,-0.011377416,0.037860359,-0.015247564,,,-0.058860051,,,,0.050938235,,0.003240837,-0.01104967,0.02077155,0.047942607,,,,,-0.062121395,0.058819464,-0.004344161,,-0.055642837,,,0.018900707,0.015474747,-0.02127009,,,,0.102048997,-0.026207819,,,-0.05729185,0.10741422,0.000328634,,,0.184715121,,,-0.020495361,0.058078689,0.087627986,0.036962612,,-0.003940714,,-0.03912451,0.000682299,,0.031364335,,0.006254367,,-0.007135894,0.011675413,0.029593414,-0.001257783,0.0251376,,0.190203509,0.018744609,0.125335964,,-0.017650917,,-0.046258726,0.026042966,-0.03653038,-0.062275296,,0.009143842,0.022660941,-0.035680479,-0.034882111,,,0.076238278,0.047038118,,-0.164952345,,,,0.068362318,,-0.004297189,0.022896703,,-0.022674638,0.030710645,-0.040848341,0.055279871,-0.016962661,0.013190954,0.228967011,-0.277496658,-0.058755275,-0.013679066,0.035920044,0.295526804,0.121232587,-0.018325511,0.303627552,,,0.10321392,0.211514495,0.247312163,0.046981941,,,,-0.015512765,0.036449348,,0.070743432,-0.006964807,0.298921717,,,0.094152134,
RIML,0.050771932,0.018594819,-0.045669234,-0.023528652,0.076176972,0.14874369,,0.071907572,0.09709965,0.070820606,0.004864246,0.083166581,-0.043541786,0.030923746,-0.01614595,0.010281069,0.061263528,0.117605211,0.13564134,0.0601308,0.047437079,0.19427489,-0.004309212,-0.001873558,0.080320391,0.069425667,0.023150832,-0.016311135,,0.029200662,-0.031552432,,-0.000212617,-0.02939366,0.036963537,0.034627474,-0.017278112,0.043073382,-0.013638815,0.048701388,0.03270259,0.006424273,0.059799227,0.011226656,-0.133354783,-0.018773017,-0.019298665,-0.013192335,0.011868634,-0.004875686,0.038230988,0.024688009,,,-0.007734518,-0.014086046,0.01112365,0.011272283,0.021554495,-0.02736929,0.019815252,-0.013645389,-0.032853225,-0.005283816,,0.166927032,0.019547645,0.037031299,-0.04988069,0.034476795,,0.110689692,0.026753856,-0.041875603,0.019779449,0.024481555,0.070962909,-0.013050003,0.080645981,0.073325574,,0.134251626,0.011326489,,0.001358321,0.02937716,0.108994187,0.069921609,0.085156506,,0.135541702,0.054109154,0.010965872,0.019518184,-0.032924727,0.078526569,-0.081146802,0.07254988,,0.0394797,0.009607687,-0.029758609,-0.004397895,0.015382759,0.002155195,0.157665177,0.670706606,0.254850087,0.026414652,0.071024725,-0.008030824,-0.085327679,0.065121737,0.022364878,0.03718423,0.014537419,0.012270774,-0.027124953,-0.00516592,-0.030609388,-0.041804798,-0.024100759,0.046056069,0.053651133,0.040545059,-0.009828155,,-0.07180224,,0.10090894,0.00328476,-0.012825473,0.043750455,-0.028466316,0.03278606,-0.02611295,0.0723129,0.105553937,0.028847064,0.015648461,,0.444960151,0.146559073,0.006913908,0.124895269,-0.003190806,0.046148589,0.022299251,0.043350266,,-0.020728131,-0.016010564,0.064906827,,0.098603199,0.020729753,-0.015001317,-0.052556533,0.095871777,0.014965484,0.191831695,0.187575219,0.093699508,-0.159330794,-0.006443827,0.057663035,-0.007365858,-0.027857797
RIMR,0.047520364,-0.020363659,0.000435495,0.096839812,0.120988253,0.089150744,,0.02509674,0.096070342,0.10341702,0.025326258,0.226930826,0.009330097,0.087319398,0.057539447,-0.018043825,0.013512635,0.160898317,0.052052316,0.222364247,0.070831243,0.070102126,0.038592313,-0.032876342,0.000547821,0.037245645,0.095949359,0.097136482,0.054015014,0.042846899,0.396293268,,-0.002898993,-0.022237358,0.025576036,0.021644832,0.0464021,0.019941946,-0.022452141,-0.063456535,0.013421142,0.025593172,0.026125518,0.019168327,,-0.061274156,-0.03389629,0.001690467,0.024297681,0.073458276,0.049009484,-0.000838373,0.025241734,-0.002888334,0.015046494,-0.022536419,0.065037599,-0.015979325,-0.242332765,,0.047234684,0.022718853,0.051748355,0.023789226,0.071203192,-0.028241939,0.034540119,0.00061381,0.026204187,0.169631984,-0.065468115,-0.009036922,0.016378022,0.143039143,0.016721304,0.121299754,-0.022823695,0.788995388,0.080788237,0.079094975,0.030055432,0.095094642,0.005371995,0.040745826,0.025094141,0.019107468,0.108674242,0.022034822,0.009392895,0.034156806,0.114152591,0.01514417,0.140176041,0.060650446,0.16790794,0.003255391,-0.095507944,0.053321947,,0.022928197,-0.00805332,-0.029811402,-0.006611976,0.014609551,-0.022791638,0.150183448,0.02177187,0.172782973,,0.190528929,-0.118614029,0.017112633,0.050544158,,-0.010211454,0.133364281,0.007588485,0.01721926,0.053207747,-0.00462278,-0.142979388,0.025354974,0.007803503,0.063087549,0.121913123,,,,,0.002153416,-0.031522333,-0.018420771,0.013847321,-0.018165708,0.005622367,0.021968513,0.021590224,0.00774642,0.02687373,0.033251887,0.054345396,0.209774874,0.444877842,0.049102016,0.123660853,0.010394482,0.045668319,0.090509674,0.07989893,,0.016436685,-0.021157133,0.098616004,0.08474122,0.115748085,0.09827313,-0.009327444,-0.086852039,,0.070032872,0.049174634,0.060819179,0.019206828,-0.026904545,0.040255269,0.006056595,-0.013266584,-0.020589302
RMDDL,0.012873445,0.053601145,0.013636258,0.074295278,0.052985888,0.079418215,0.009544324,0.173455129,0.026618569,0.086154071,0.029739498,-0.031274047,0.033948145,0.022381662,-0.017495462,-0.019146768,0.089557143,0.127303548,0.018767011,,0.029083024,0.098716213,-0.00537396,0.022591502,0.031805366,0.042387116,0.026782156,0.06302499,-0.037862601,0.023577473,0.02925742,-0.028605987,0.011268959,0.034346778,0.035615681,0.027307112,0.015470514,0.005050317,0.070964871,-0.003967088,0.008946215,-0.000433861,0.018028711,0.004494289,-0.020717479,0.012058667,-0.115322843,0.004798561,-0.024597952,-0.050413607,0.027118761,-0.040923609,-0.005824288,0.036858507,0.02015998,0.009241158,,-0.00564763,-0.087697919,,0.032311625,0.042871723,-0.000638572,0.003495829,0.123179669,0.001608101,-0.010239374,0.026167252,-0.004362355,0.028670282,0.115129334,,0.121313368,0.076344998,-0.026112997,0.08329393,0.000696522,0.303692451,0.014594434,0.044159905,0.018883443,0.082225124,-0.007546986,,0.0027403,0.036763534,0.041099193,0.126340296,0.148833052,,0.018976356,0.002030134,-0.002430284,0.012657446,0.035871099,-0.017610988,,-0.012797882,0.032883675,-0.033757407,-0.012679368,0.031707617,0.02051325,0.059214834,0.278803327,0.125341911,0.240457082,0.06562059,0.043699501,0.039401358,,-0.016025329,0.024980479,0.048241387,0.066440084,0.130395154,-0.046168273,0.022570573,0.052838341,0.130211825,-0.098662631,0.020751965,0.090343289,0.067920048,0.009046199,-0.073185201,,,,0.05792674,-0.008662363,0.003344052,0.014881629,0.031213607,0.022859605,-0.007242055,0.011124238,0.004393138,0.041052104,0.01427366,0.045724302,-0.003616228,0.044247251,0.450510267,0.23104932,0.030936526,0.104431547,0.043561598,0.068667511,0.104245186,0.005630082,-0.004878949,0.064462251,0.07318416,0.134960567,0.091941759,0.050318948,0.024194615,0.067577641,-0.011794104,0.061853747,0.043958833,0.083357145,0.038668072,0.014942814,,0.045045155,0.030310229
RMDDR,-0.03493258,0.031328644,0.068756698,0.016670353,0.011948231,-0.004641114,0.017800137,0.032897519,0.022539717,0.085793693,-0.015979535,0.012898189,0.077271013,0.025696486,-0.019650284,-0.01125483,0.035597244,0.097073914,0.036669873,-0.343274766,0.19168906,0.157317027,0.029420556,-0.001874069,0.036891088,0.052754499,0.012372203,0.054775979,0.030299826,0.134140021,0.021311267,0.027857274,0.024099856,0.033922312,0.021515791,-0.019109019,-0.005109249,0.013383071,0.005595686,0.048018698,0.010862044,-0.006759836,0.060461519,0.000311182,0.04035142,-0.040309182,-0.009166886,0.007543025,-0.047200709,-0.022727927,0.026216576,-0.003185533,0.006212016,0.011524995,-0.009135243,0.047442513,0.200959467,-0.038153096,0.03212358,-0.023680457,0.015587665,0.033542534,-0.009149582,0.003060186,0.008772217,-0.035609219,-0.010321607,-0.000264102,-4.91E-05,-0.007703346,0.059036176,,0.060986763,0.172142765,-0.047963671,0.015862118,0.095608699,0.070819765,0.026811537,0.072066207,0.06672131,-9.26E-05,0.035865986,0.10543614,0.050243085,0.040239645,0.051965985,0.084308362,0.143348657,,0.066374427,-0.007587721,0.030358813,0.098420368,-0.025748085,0.036830217,,0.000282032,0.008954972,-0.02061913,0.007519317,0.04711063,0.019208793,-0.021423549,0.101058419,0.062502896,0.018477597,0.231880265,0.128802971,0.030997388,0.05123322,0.083875684,0.006684798,0.152639546,0.027104863,0.232455939,0.010177302,0.017668291,0.054403764,0.172320948,0.259446769,0.020105948,0.052754375,0.012473334,0.179407405,-0.018337681,0.114305671,,,0.06311832,-0.000118019,0.012247279,-0.008554571,0.003179862,-0.012487982,0.008752437,-0.016029233,-0.011078569,0.073631046,0.006021879,0.040486646,-0.004501945,0.050984244,0.175710343,0.503308485,0.068349227,0.116254862,0.068890892,0.105240897,,0.009859071,0.044611351,0.044820765,0.15063568,0.190533783,0.014725227,-0.037905531,-0.002752839,0.135848302,0.073798954,0.244065649,0.013800148,0.123949345,-0.035181159,0.046129075,-0.001242665,0.028072726,0.028516871
RMDL,-0.031361524,-0.009670515,0.079499274,0.062978583,0.099384693,0.164273145,0.076714578,-0.013763611,0.021761668,0.025717924,-0.006311875,-0.030018686,0.089980167,-0.020225529,0.015099122,0.021897144,-0.006028534,0.01675923,-0.002488812,,0.058222438,0.02534597,-0.01507115,0.006228955,-0.002546932,0.054876956,0.007855647,0.050043812,0.010387183,-0.004055593,0.022060019,0.184351188,0.00315263,0.008423518,-0.012896999,0.045364912,0.00856507,0.062694772,0.00264267,-0.049430828,0.028144306,-0.002016206,-0.057054698,0.00921025,-0.040935327,-0.03401617,,-0.02713781,0.026644809,-0.038871867,0.052946092,0.002527314,0.002096071,0.030967807,0.030599211,0.075351773,,-0.01530571,0.151187115,,0.016667971,0.010816896,-0.013254586,0.002460462,0.202298761,-0.019229768,-0.001829825,-0.021336422,-0.025633141,0.063561638,,0.022777199,0.015413086,0.086918231,0.002667186,0.062747524,0.040537103,0.075967147,0.15107006,0.037882314,0.0181305,0.139478305,0.065344431,0.01936683,-0.020900431,0.010195538,0.051171969,0.315963828,0.176239146,,-0.062846154,-0.066792543,0.028126961,0.023641646,0.057021877,0.06062523,,0.041561785,0.001039711,-0.039500912,-0.013975087,0.017149762,-0.013349029,-0.001694807,0.139105982,0.182677969,0.504263504,0.124096135,-0.011673432,0.040644174,,0.009127194,0.017233637,0.031735549,0.059553065,-0.009668723,-0.011142507,-0.048101146,0.090720171,0.066509349,-0.057004307,0.066037749,0.047875197,0.003658329,,-0.094723476,0.144444962,,,0.021118901,0.021399784,0.053608766,0.052066177,0.029905474,0.016694534,0.010043722,0.0299217,0.031336245,-0.023031208,0.009757413,0.015781938,0.024795393,0.026188851,0.160989081,0.100883977,0.334252467,0.139441294,0.159932094,0.062547662,,-0.004930916,0.024682769,0.100376041,0.018758089,0.033546673,0.028677271,-0.011237495,0.211121962,-0.051401196,0.098596102,-0.143524014,0.03904222,0.024547998,0.116545165,0.027649833,-0.019324928,0.021419778,0.020181285
RMDR,-0.037797736,0.028477431,-0.016957437,0.240020781,0.018544439,0.017446942,,0.022418553,0.020962709,0.165138939,0.01515801,0.026144483,0.066558167,0.348265504,0.002964823,-0.011623117,-0.040261666,-0.037787654,-0.115835735,,0.18782181,,0.001231973,0.081952022,0.006724264,0.069733645,0.015212386,0.00959285,,0.143445519,0.307701482,0.059673001,0.019093385,0.190851312,0.071392648,0.079420103,-0.007511481,-0.002925539,0.093114219,-0.089626581,-0.015954054,0.017010956,0.037558599,0.058492963,0.08496011,-0.109033988,0.024907202,-0.057146542,0.001137493,0.078507141,0.003841808,-0.003948792,0.008736236,0.069639058,0.061964048,0.027933658,,-0.004784976,0.001195779,-0.06563088,-0.008220568,-0.017020172,-0.016592912,0.000142613,0.008732255,-0.00305701,-0.00192856,0.008659378,-0.038851907,0.008981255,0.015828884,,0.011885276,0.073039398,0.076120874,0.042182523,0.018385189,-0.110206243,-0.104306233,0.069203395,-0.01812471,0.165282648,0.289918056,0.026920606,0.059290056,-0.020231393,0.024252747,0.049298701,0.204504795,,-0.024058402,-0.053105334,0.043394778,-0.016813437,-0.027691133,0.045081589,,-0.005392642,-0.026389227,0.031474599,0.030860735,-0.009526121,0.048057609,0.01321004,0.080540443,0.230851244,-0.006823558,0.08405234,0.031103143,-0.010522051,-0.00589721,0.647155574,0.021009091,-0.015421551,-0.201990605,0.035732417,0.05995211,-0.084491954,-0.008933651,0.087475238,0.007252344,0.061713859,0.064921138,0.045079717,0.021883835,-0.011998581,,,,0.109004206,-0.032449168,0.101368128,0.032589833,0.010812359,0.017512001,0.033318138,-0.001266357,1.95256882,-0.084014407,0.103303246,-0.000421601,0.026775558,0.017168071,0.250868843,0.172227121,0.051154159,0.432208195,0.062752328,0.119578811,,0.016548571,0.046662987,0.017176866,0.01471226,-0.017184634,0.013010694,,,-0.004846283,0.052564052,0.103125873,0.073392565,0.03961074,-0.001591419,0.073464288,0.073878666,0.112877187,-0.080571272
RMDVL,0.027580177,0.019605585,0.297273047,0.03002511,0.100240636,0.025639305,0.083217636,0.002628227,0.01694813,0.031460138,0.049152164,0.063117949,0.053476867,-0.008371227,0.063455168,0.008454333,0.03090853,0.037447425,-0.013840621,-0.057390084,0.04600165,-0.016509362,-0.028022555,0.059066386,0.102623513,0.043526985,0.004508011,-0.009462831,0.060332857,0.006452945,0.062494104,0.200551963,0.006519194,0.078175463,0.007856211,0.001910267,0.031088876,0.011779046,0.038794508,-0.030230296,0.034062864,0.040228529,0.014958694,0.042577536,-0.045170337,0.008443976,-0.011194411,0.016835303,-0.060440197,0.089651547,0.026078247,0.045130309,0.018741252,0.030696103,0.027169384,0.047411472,0.129560972,0.013664502,0.059564943,-0.037184605,0.009216409,-0.001629848,0.031802563,0.056147354,0.221005165,-0.042364265,0.045700234,-0.019983356,0.017438741,0.032057522,0.050012222,0.083044196,-0.011733936,-0.016165421,0.017042626,0.062116607,0.083691695,0.11598529,0.077024605,0.048093784,-0.009981581,0.339707215,0.087946781,-0.002369977,-0.010606621,0.002821312,0.030768319,0.149440234,0.089817565,,0.001407556,-0.014299609,0.032423114,0.02939012,0.039567555,-0.003646278,,-0.014590039,0.009040138,-0.040892296,-0.004791608,0.043442954,0.073026792,0.029429676,0.194332395,0.049569123,0.067709255,0.170639069,0.086029871,0.014085843,0.25853405,0.043482498,0.029746678,0.063564294,-0.054894527,0.02718278,-0.034399549,-0.01224794,0.009708318,0.06125749,0.043169207,0.0950145,0.086076632,0.032026433,-0.025957054,0.04555011,-0.010509662,,0.086127525,-0.055160511,-0.027819681,0.016982096,-0.003612467,-0.004412931,-0.009487154,0.012298324,0.013969164,-0.000399379,-0.047166746,0.013681667,0.03687755,0.011899323,0.055276943,0.0470579,0.035186938,0.056803467,0.043034251,0.47016673,0.090879936,-0.042112488,0.05944252,0.016067963,0.057687758,0.022408721,-0.044027691,0.001898206,-0.037390394,,0.029462549,-0.01988457,0.078643445,-0.011481959,-0.012757358,0.073073218,0.079474437,0.020980961,0.014429528,-0.001908934
RMDVR,0.05776493,0.022891802,0.036054059,0.070022568,0.111458994,-0.033777074,0.083361809,0.026979801,0.024140658,0.032072442,0.040509588,0.089410258,0.013975882,0.034085738,0.013692071,-0.005604653,0.003954907,-0.0202504,0.054103408,-0.035288685,0.071539688,-0.006841297,0.009050878,0.038030044,0.148134007,0.048231632,0.026619543,0.027219986,0.069344107,0.067938744,0.124616021,0.006518237,-0.011392328,0.007435911,0.055815529,-0.013966002,-0.002780439,0.061565994,0.073613005,-0.021842139,-0.001885228,-0.021930491,0.069862275,-0.001630794,0.017110943,-0.031299278,0.156309875,0.216386117,0.081079327,0.038938399,0.018008197,0.025553804,-0.038068869,0.047082218,0.028123871,0.102352447,0.075999686,0.006517655,0.028488825,-0.006565305,0.031615188,0.007921013,0.017171214,0.039390536,0.119101432,-0.003296163,0.051398388,0.018685267,0.006842939,0.033882795,0.021460331,0.153137234,0.002994524,0.007008867,0.027664282,0.02120069,0.055262621,0.027580353,0.026897924,0.029769897,-0.001062436,0.105811152,0.223835525,0.038551207,-0.063637385,0.0574754,0.030979528,0.041580253,0.089760674,0.020759441,0.003676649,0.013768466,0.018494135,0.076409341,0.039751435,-0.025920684,0.038989233,0.007874838,-0.010075218,-0.002458881,0.012504557,0.04795142,0.00319877,-0.02105235,0.050458204,0.111129927,-0.01141409,0.087579809,0.077161859,0.043893825,,0.019947144,0.035129262,-0.010571443,0.049576656,0.018184228,0.029224524,-0.040963306,0.013258667,0.036554754,0.053328287,0.065393321,0.113687357,0.020775196,0.045467564,-0.017623326,-0.069709298,0.074778588,0.043334917,0.014823727,-0.014699723,-0.018737806,-0.012728915,0.038939426,0.011651462,0.02391224,0.003563663,0.000253791,0.037916143,0.005756028,0.037904134,0.046842766,0.091208841,0.121971354,0.023639385,0.040970416,0.161675379,0.110881325,0.426587608,-0.021987072,0.031193522,0.045406022,0.09700277,0.053623131,0.046324974,-0.010182953,-0.012571883,,0.022222788,0.005866487,-0.001047886,0.00863565,-0.032836891,0.038819204,0.131617814,0.036558452,0.018897612,-0.013473509
RMED,0.139112523,0.103130717,0.013392527,,-0.074992674,0.001399169,-0.094995106,-0.003033256,0.0449309,0.03729043,0.031654371,-0.013958516,0.023451804,-0.057240403,-0.191380524,0.112886848,0.046808237,,-0.126545742,,0.010193779,-0.095200502,-0.008233306,-0.015853681,0.029946441,0.087920949,0.123267945,-0.12506404,,0.099439792,-0.017386842,,0.055348915,0.023086885,-0.048083337,-0.172457774,-0.014902795,0.316416987,,-0.055546167,0.206280653,0.12297081,-0.034890897,,,-0.16595983,,-0.016256601,,0.124857036,0.102909023,0.124049602,,0.193507531,,0.007664842,,-0.001479092,,,0.286454595,0.139428416,0.019828668,0.329769418,,,0.021477391,,-0.108738618,-0.094944717,,,-0.065185901,-0.073727101,0.04707759,0.218695075,0.147150133,-0.225320904,0.008513089,0.025782964,-0.102389034,-0.002658447,0.038919184,,0.043901036,-0.049620842,0.165102883,-0.0365362,-0.017279106,0.073838242,0.002964634,,0.041182148,0.055423354,0.023123607,-0.00364058,,-0.000160317,,-0.028519182,,-0.010956511,-0.010086123,0.091289277,,-0.016237969,,,-0.089243716,0.073861845,,0.069994856,0.011528012,0.007392664,0.210781492,0.046238081,-0.053185491,0.059863508,0.026796541,0.0291996,,0.014147438,0.141178752,-0.028659273,,,,,,0.002175596,-0.032966021,0.109860911,-0.056931412,0.029563554,0.041172747,0.118362383,0.105120672,-0.022470554,,-0.004987881,0.342366646,0.102068929,-0.071885509,0.080212594,0.007181916,0.027580544,-0.057321629,0.058785356,0.032400696,0.237657344,-0.001805416,-0.025078471,,,-0.179737947,,,,,-0.041786364,,0.047694029,-0.023698913,0.06255649,0.037774347,-0.059639275,0.047075549,0.093778016
RMEL,0.018787608,5.25E-05,-0.018186129,0.156468958,0.026805874,-0.002199185,-0.024042261,0.02213586,0.051235644,0.078552432,0.013680941,-0.006898604,0.00262581,0.024845967,0.049204675,0.072210401,0.002528755,-0.007362574,-0.007834161,-0.024508843,0.002131257,0.156258414,0.038442606,-0.018504333,-0.001676216,0.01089853,0.00435054,0.014428532,-0.03244133,0.210505867,0.139185333,0.033916634,0.088994954,0.129278482,0.026944108,0.011530097,0.013881904,0.069637862,0.111562899,,0.068164779,0.020779167,0.001010502,0.024636536,0.365510706,0.0900543,0.002768339,0.089692137,0.048272716,-0.024623706,0.104048894,0.066941174,0.11318387,0.008395436,0.071579212,0.221815064,,-0.023431082,0.033497093,-0.022445624,0.113437378,0.004859039,0.028862059,0.033973373,0.158221549,0.183664877,-0.009020463,0.044431357,0.021059849,0.027241647,-0.039786421,0.030554094,-0.016698028,-0.002718117,0.031378599,-0.017643904,0.342634953,0.06051977,-0.004704137,0.021355589,0.007472739,0.036981058,0.061421363,-0.063145226,0.190507229,0.059920668,0.033781155,0.021017609,0.014956537,-0.011713538,-0.023077213,-0.010418095,0.014694026,0.070425113,0.069681568,0.008830061,,0.041103051,0.009244232,0.050618971,0.074601675,0.007552701,0.006199076,-0.026683582,0.030462606,0.011477476,-0.007872735,-0.059869487,0.143211204,0.060628101,0.148467282,0.090246601,0.036041958,0.185327771,0.039184009,0.039899332,0.011981249,-0.005654697,0.031335081,0.007908969,-0.018068889,0.020214027,0.029073057,-0.008512663,-0.107989968,0.092128099,-0.033629323,,0.063906409,0.013725925,-0.015151158,-0.003293878,0.020631847,-0.002209367,0.015352422,0.03121011,0.058221331,0.005408764,0.012607017,0.069165596,0.08384521,0.036869246,0.033164042,0.006925065,0.069614607,0.013307469,0.02573834,0.044183217,0.030501901,,0.258854394,0.093922403,0.080118161,-7.80E-05,-0.000859467,-0.009873728,0.148551022,0.09373827,0.025760401,0.018555069,0.361715097,0.01657184,0.046200805,-0.057837685,0.025846479,0.01642306,0.024984943,0.044851445
RMER,-0.031267069,0.035414331,0.014750598,-0.008944818,0.003944739,-0.001834169,-0.013300462,0.027245168,0.015170828,0.029215424,0.017650359,-0.017945887,-0.016432902,0.016046499,0.000955521,0.046836977,0.015621892,-0.00394204,0.024071932,0.060780875,0.064164207,0.213696751,0.015159247,0.007705146,0.023199307,0.000708366,0.003350401,0.000774827,0.00935683,0.130902528,0.048910643,0.106655187,0.018315038,0.048491555,0.073833906,0.103785793,0.027566868,0.049626738,0.297002364,-0.028170103,0.07944507,0.017764289,0.042226905,0.017696867,0.033299374,0.118431073,0.02557227,0.025212619,0.037389308,0.07782586,0.072311381,0.056928483,0.111273647,0.079843337,0.049701851,0.080102144,0.1365256,0.045948267,0.08391125,0.041877684,0.227227107,0.087313478,0.041458539,0.028250094,0.201707551,0.045328588,-0.036684174,0.150911769,-0.010138331,0.033441827,-0.059389487,,-0.020333679,0.018978076,0.022217358,0.109327569,0.063720086,0.114714086,0.022434905,0.021180643,-0.006494236,-0.025317804,0.014929759,-0.071714207,0.359873371,0.002344907,0.013936207,0.026386796,0.014406474,-0.043960341,0.028138671,0.008675153,0.024073646,0.031374683,0.033911261,0.035036454,-0.004749129,0.075961579,0.023789974,0.007800935,0.037660029,-0.008814934,0.032336118,0.001987591,0.021287606,0.09136905,-0.043399154,-0.036264017,-0.000202178,0.051108259,-0.03250535,0.086165676,0.032292247,0.020820316,-0.046878934,-0.016485898,-0.001740538,0.008188317,0.030290267,-0.038711939,-0.028848955,0.005377564,0.012027019,-0.008034286,-0.027259284,0.036281092,-0.11400584,-0.047836506,,0.047011214,0.013759634,0.055519852,0.021817037,0.016223283,0.03453353,0.01299255,0.007493204,0.04551745,0.01944852,0.028136439,0.025381846,-0.006073379,-0.000820977,0.024600201,0.03503415,0.104471715,0.013349143,0.03950575,0.067193904,0.008637855,0.072453941,0.408293574,0.107660761,0.003068233,-0.016278542,-0.005899508,0.080651682,0.045230937,-0.034660321,0.039889598,0.143121791,0.046728427,-0.01517309,0.034342199,0.060275435,0.083077478,0.057910863,0.029299525
RMEV,0.027843324,-0.025480128,0.050178951,,-0.015919918,,,-0.032044518,0.017040045,0.13512163,-0.009298688,-0.031696001,0.058181023,0.008832046,-0.113873866,0.019620605,0.042815584,0.018373291,-0.04106614,,-0.021719004,0.043173216,-0.004882603,-0.110719696,-0.077332331,0.037773343,0.001064869,0.029949398,0.016459223,0.098173756,0.098103071,0.075133457,-0.002679097,0.320241313,0.103437034,-0.095163023,-0.025857308,-0.000371336,,0.173607396,0.005768741,0.059595561,-0.009945769,-0.000318951,-0.018732356,-0.032992424,,-0.012955352,,,0.043564332,-0.03872266,-0.020522618,0.042627748,0.039955022,0.231259484,,0.011079186,0.084853095,,0.169511037,0.028511581,0.097459323,0.107459187,,,,0.018828784,-0.034929735,0.001676494,,,-0.019544217,0.05620975,-0.039466855,-0.034176222,0.104186906,-0.012241861,-0.042111056,-0.023725549,-0.044476227,-0.0387102,0.053291722,-0.08485419,0.254874977,-0.075733866,-0.023499844,-0.016609504,0.080174598,,-0.024332498,0.176639747,-0.008487161,0.057203735,-0.039949465,0.160579626,0.032551426,0.069132799,,0.124032214,0.011345119,0.094722006,,-0.027637016,-0.007447698,-0.014719855,0.029443398,-0.146267279,0.008805257,0.087477406,,0.022770845,-0.024413566,,-0.013236755,,-0.029510725,0.046450734,0.076777107,0.123933793,,0.053407779,0.056002229,0.053746806,,,,0.048450993,,0.047717327,0.06815568,0.034280576,0.256316292,0.014858526,0.036128786,-0.029660877,0.276655376,0.004777253,,0.056872071,0.33370796,-0.02226868,0.017385944,0.028644195,0.03768876,0.110351222,0.065969065,0.108263085,0.084725364,,0.073593399,-0.001355851,0.371608809,-0.012427876,0.057998167,0.238986864,,-0.057188315,-0.02110053,0.036838881,,0.003857192,0.030665514,0.046047931,0.214122143,,0.125524648,0.006990006
