,ADEL,ADER,ADFL,ADLL,ADLR,AFDL,AFDR,AQR,ASEL,ASER,ASGL,ASGR,ASHL,ASHR,ASIL,ASIR,ASJL,ASJR,ASKL,ASKR,AUAL,AUAR,AVG,AWAL,AWAR,AWBL,AWBR,AWCL,AWCR,BAGL,BAGR,CEPDL,CEPDR,CEPVL,CEPVR,FLPL,FLPR,IL1DL,IL1DR,IL1R,IL1VL,IL1VR,IL2DL,IL2DR,IL2L,IL2R,IL2VL,IL2V4,NSML,NSMR,OLLL,OLLR,OLQDL,OLQDR,OLQVL,OLQVR,URADL,URADR,URAVL,URAVR,URBL,URBR,URXL,URXR,URYDL,URYDR,URYVL,URYVR,ADAL,ADAR,AIBL,AIBR,AIML,AIMR,AINL,AINR,AIYL,AIYR,AIZL,AIZR,ALA,AVAL,AVAR,AVBL,AVBR,AVDL,AVDR,AVEL,AVER,AVFL,AVHL,AVHR,AVJL,AVJR,AVKL,AVKR,AVL,I1L,I1R,I2L,I2R,I3,I4,I6,RIAL,RIAR,RIBL,RIBR,RICL,RICR,RIFR,RIGL,RIGR,RIH,RIPL,RIR,RIS,RIVL,RIVR,SAADL,SAADR,SAAVL,SAAVR,SABD,SABVL,SABVR,SIBVR,AS1,DA1,DB2,DD1,M1,M2L,M2R,M3L,M3R,M5,MCL,MCR,MI,RID,RIML,RIMR,RMDDL,RMDDR,RMDL,RMDR,RMDVL,RMDVR,RMED,RMEL,RMER,RMEV,RMFL,RMFR,RMGL,RMGR,SMBDL,SMBDR,SMBVL,SMBVR,SMDDL,SMDDR,SMDVL,SMDVR,VA1,VB1,VB2
I2L,0.00620605,-0.035279896,-0.032160565,0.020659862,0.006708649,0.042931455,-0.023591897,-0.005304121,0.0225849,0.006676456,-0.007984016,-0.010111391,0.021654967,0.033029038,-0.011160678,-0.00225724,0.027435562,0.098576898,-0.010349443,0.0826782,-0.055159206,-0.018725842,-0.012128016,-0.002798101,-0.030989989,0.022976912,0.02897507,0.001014684,-0.023096437,-0.006498358,0.003427246,-0.043077021,0.008268623,0.025051829,0.020296122,0.055338167,-0.025730622,0.071842674,0.00611563,0.080302643,0.038292266,0.055090221,0.020123868,0.084845409,0.010938159,0.217947504,,-0.009893954,0.895353812,,0.068555067,0.072217287,-0.008966557,-0.006356799,0.061949472,0.055529073,0.022704341,0.003418003,0.076397127,0.034044053,-0.000544772,0.00245516,0.028677022,0.010235295,0.027080968,0.026692259,0.010197405,0.220285988,-0.02876706,0.015220621,-0.043966827,0.036802633,0.005636894,0.006666982,-0.006689072,0.025810179,0.141712188,-0.031906723,0.010398556,-0.038515269,-0.002742641,0.042441226,-0.01282303,0.012569407,0.024099313,0.021894685,0.012986025,0.06023556,-0.033778901,-0.026253985,0.02328241,0.02444779,0.013260914,0.065920045,0.000121104,0.009429384,,0.105567977,0.002062412,0.683478455,0.161483297,0.223977071,0.064081122,-0.004019177,-0.000897347,0.003033697,0.020077816,-0.01581598,0.004748185,0.011914588,0.019817341,0.074880423,0.011381383,0.003491362,0.019373997,-0.013794191,0.020483905,-0.015146611,0.001918542,0.015198969,-0.013507303,-0.007063152,0.019792916,0.021676564,0.004742087,-0.008094228,0.063312812,,,-0.003455785,-0.022751306,0.039860765,0.109409985,0.040619657,0.227510385,0.240467622,-0.015352127,0.294715754,-0.040657508,0.090377291,-0.013337391,0.038640164,-0.014211514,0.000298943,0.009954364,-0.002285535,0.007231729,0.000353738,0.023024688,,0.072430059,0.00543752,0.030033869,0.011118318,-0.003842745,0.002137528,0.077851922,-0.021528896,0.055304643,0.049014432,,-0.016787349,0.001102163,0.018263572,-0.072753896,0.050979052,-0.003175107,0.012411949
I2R,0.012794708,0.007996185,-0.008633903,-0.015227081,0.019477622,0.005242478,0.00689785,0.005775982,0.012184007,-0.000859864,-0.003015655,0.014859474,-0.013145397,0.016063065,-0.001844684,-0.027343348,0.015455397,0.09984329,-0.040018187,0.134964797,-0.058463674,-0.01595206,-0.003108356,-0.008171616,0.027018283,0.011816489,0.009362601,0.060772015,0.000801877,-0.008561296,0.079637957,0.015609991,0.020284787,0.053359633,-0.00081804,-0.012800505,-0.012055645,0.049877858,0.050643154,-0.053420655,0.0291429,0.054149874,0.007903658,-0.00692497,-0.019430424,0.091071455,-0.047063977,0.056161281,0.22321458,0.099668861,0.051803709,0.026260544,0.002241922,-0.027988251,0.025584844,0.049416134,,-0.005451794,0.007835343,,0.018324785,-0.008823552,3.79E-05,0.021267521,0.193161014,-0.003253267,0.022609265,0.199899215,-0.016831955,0.007248825,0.012236044,,-0.016990051,0.004348178,0.018075406,0.064927403,0.075429475,0.020737698,0.013672642,-0.007453857,-0.00937289,-0.004717731,-0.012180859,-0.021862963,0.054004758,0.014368618,0.020670138,0.03017668,0.001437567,-0.023706461,0.044705177,0.018319671,0.022265289,0.077958662,0.032606803,-0.005022976,,-0.032702666,0.011129537,0.4153832,0.811984256,0.220066825,0.06775287,0.007590781,0.028833323,-0.054557623,-0.031598215,-0.043650319,-0.008341997,0.024452709,-0.037163089,0.052845274,0.007645861,0.013763863,0.053391539,-0.034969689,0.009766458,-0.03134534,0.009773892,0.006288338,0.000689408,-0.024851908,0.006872691,0.079260685,0.014576692,-0.003115669,-0.022177547,,,0.008772479,-0.001877273,0.047975395,0.057237428,0.121870387,0.196191824,0.198264911,-0.007094463,0.201317655,0.38297175,0.07152442,0.007958734,-0.007317078,0.009266047,-0.00930232,0.006393662,0.016747273,0.026905376,0.001509515,0.001107632,-0.01354902,0.022530913,0.040674815,0.038106692,0.033442751,0.014410238,0.019422798,-0.037623696,,-0.064099212,0.016337237,-0.029782176,-0.00652503,0.009595557,0.042687815,0.002346372,0.110333922,0.011146172,-0.021932028
I3,-0.028348548,0.02990706,0.011163632,0.038356343,-0.032392426,-0.004315335,-0.021169906,0.027989927,0.000196176,0.111726174,0.062419261,-0.055541263,0.023687765,0.035135594,0.020316593,0.02178129,-0.007771969,0.004209794,0.153416955,0.057532836,0.069150108,-0.002769644,-0.029000616,0.014530781,-0.010010327,0.043591069,0.047828169,-0.037501152,0.026451248,0.012196155,0.335002714,0.01836038,0.121383072,0.039772443,0.018541017,0.001761433,-0.006488682,0.217112748,0.063628199,-0.027348832,0.043286437,0.011434149,0.139902599,0.359470324,0.300005796,0.172419026,-0.021626604,0.017586675,0.088426263,0.040295294,0.069207069,0.172155621,0.028786982,0.020966075,0.105672573,0.040959616,0.113824062,-0.050244886,0.12974778,-0.005130022,0.033612685,0.024244018,0.017085069,0.039067049,-0.174258593,0.10452743,0.005537182,0.007275701,0.025445042,0.072783043,,0.013002085,-0.035692293,0.049585013,0.00131962,0.125346918,-0.023024209,0.166748606,-0.037538794,0.054581409,0.370031524,-0.066192455,-0.010871323,,-0.001023891,-0.014445182,0.028856717,0.012181271,-0.019033328,,0.033397381,0.043074514,0.025957766,0.071085073,-0.027670219,0.053902921,,0.119583455,-0.027578876,0.065285623,0.076880735,0.378951447,0.184160823,0.030595045,-0.222218617,-0.036175669,0.027451475,-0.071423554,-0.036556829,0.006778689,,0.022813454,0.023812406,-0.042109221,0.126323849,-0.063477732,0.031540539,-0.021176227,0.010904144,-0.033932666,-0.071545449,0.02853265,0.069249452,0.035836643,-0.011716532,-0.084271564,,-0.06409614,0.006439412,0.038382003,0.001630291,0.255209038,0.088948676,0.006409652,0.218498229,0.131697296,0.005604572,-0.021277771,0.074756382,0.284254894,0.051276693,-0.031820048,-0.01763682,0.013019764,0.031847073,0.028870995,0.027894213,0.001421429,0.02969407,-0.002997183,0.023091474,0.04215225,0.020288158,-0.017023583,,0.069381088,,,0.059596139,-0.044083145,0.050949689,-0.001809687,-0.004775292,-0.003748646,0.016594204,0.016989619,0.032956119,0.016122809
I4,0.348270391,-0.016006014,0.03853852,0.100686342,-0.00694883,0.009409691,0.010497571,0.031373913,0.013872093,0.096940185,-0.02534189,0.252786533,-0.010769542,-0.010676837,0.085981685,-0.017444911,0.004048801,0.023136677,0.045997937,-0.095891819,-0.027202786,-0.020745976,-0.007898864,0.030344554,0.016390713,0.039748305,0.04419641,0.046116592,0.137122999,-0.021307983,0.15285643,,0.028976768,0.016794043,0.005163542,0.028503609,0.053290041,0.048582209,-9.31E-05,0.038173711,-0.031013901,0.139272427,0.003174537,0.005524619,0.017916986,0.035691775,-0.000500372,-0.011413452,0.112523754,,-0.01560031,0.045364382,-0.031263127,-0.006458721,0.097526907,-0.035436965,-0.043540333,,0.108103288,-0.032195534,0.038970769,-0.00979013,0.143964189,0.041583761,,0.031810336,0.025991153,0.054958078,0.008547222,0.08931086,-0.109341222,,0.055134802,-0.024566658,0.103796713,0.217856114,-0.007519685,-0.092896391,0.027813806,0.030792508,,0.029356835,-0.01910564,,-0.083729487,0.025693403,-0.066325652,0.035877342,0.008078436,0.049540964,0.089996865,0.001802462,0.070812741,0.159510949,-0.027518746,-0.010188922,,-0.06656357,-0.014337576,0.08185225,0.030813311,0.103867764,0.329521079,0.186960892,0.126196682,0.001438205,-0.00781387,-0.034562781,-0.007611675,-0.005369534,0.019189763,-0.012581017,0.035087084,0.016716222,0.004004586,0.016200521,-0.016991117,0.200199483,0.042271124,0.133478469,0.048593144,0.209911859,-0.038882239,0.066199741,-0.01608707,-0.082598881,0.033473713,,,-0.00065193,,0.382708094,0.0863156,0.03022791,0.153315698,0.160885938,0.151746916,0.05346914,0.043937408,0.098249714,-0.027354262,0.006321608,0.029448284,0.017647793,0.082928408,0.063252206,0.023675445,-0.02464615,0.067120451,,0.037534114,0.052324542,-0.006849228,-0.039707355,0.060188742,0.159963512,-0.061639849,,-0.024179239,0.021190036,0.026893787,0.020176531,0.002203463,-0.003561409,-0.159437784,-0.084831835,0.02988454,0.025386714
I6,0.043623407,-0.023261622,-0.003158211,0.017789935,-0.005980516,-0.00217075,-0.019468913,0.018041115,0.064635586,0.108560096,0.037273215,0.095094023,0.010141175,-0.009884576,0.029239065,0.032444398,0.007323646,0.030381345,0.005797854,-0.122546658,0.004187902,0.024758734,0.031027693,-0.016565969,-0.008684067,0.036205328,0.023213332,0.025547282,0.104296235,0.014918231,0.09532915,0.043021841,0.019397638,0.001876106,0.075437444,-0.028614294,0.005698027,0.133068584,0.093477039,0.064327974,0.011447717,0.06038073,0.018026312,-0.008328483,0.079081601,0.208786054,-0.000960959,0.051566026,0.011570491,0.057846338,0.047203201,0.107137044,-0.018213169,-0.005443266,0.008215774,0.008121148,-0.032819229,-0.010175009,0.192974836,-0.01295928,-0.00434084,0.016574222,0.056182422,0.087368297,0.018956442,-0.063260266,0.022596994,0.00212976,0.037499981,-0.006714944,,0.06235158,-0.014962085,-0.023505139,0.106210856,0.035304272,0.049654611,0.005260261,0.021388439,0.016878456,0.031405472,0.028992347,0.012424188,0.012744337,0.073590525,0.027043868,0.002016426,0.039949788,0.052236405,-0.006260871,0.111753049,0.00585633,0.029670904,0.027812824,-0.038091548,0.01227112,,0.019402444,0.006495683,-0.024648317,-0.008244861,0.074153433,0.246033546,0.495211011,-0.016706677,0.05060135,-0.018878915,0.000269269,0.021790869,0.018637395,-0.000658251,0.003022552,0.006344735,-0.047164867,0.049277583,-0.15164225,0.015276657,0.086157413,0.024871587,0.039926319,-0.024963523,0.024352365,0.004669514,-0.006486333,0.037633006,-0.121373167,-0.107909032,,,-0.0270225,-0.028056436,0.138253749,0.124643893,0.127431401,0.031261665,0.016553851,0.202811496,0.004902827,0.031195944,0.047833881,0.008535419,0.040447365,0.013977654,0.026503007,0.00269823,-0.016391536,0.007136919,0.013753279,0.049741878,,0.015813838,-0.005268848,0.001134382,-0.013003773,0.063443558,0.085131525,-0.032561309,0.043024464,-0.010296317,0.004359838,-0.022129207,0.010199957,-0.041722202,0.054181599,0.067090476,0.039332384,0.03012506,0.018345146
RIAL,,0.052106615,-0.029810172,0.06163218,0.059118171,-0.031612356,,0.014837178,0.134463483,0.167404134,0.019004175,-0.064089248,0.037828227,0.071442137,-0.010336542,0.135792435,-0.014109584,0.020149526,0.059686418,,0.04921228,0.197239925,-0.027668492,-0.02665661,-0.027456079,0.038908626,-0.026501265,0.006855119,,0.037610267,0.148634964,,-0.029510899,-0.010964841,0.005929405,0.019955744,0.036507632,0.019810626,0.310084944,,-0.010347823,0.053994318,,-0.040371561,,0.03804041,,-0.033472596,,0.058874977,0.017762017,0.047787962,,0.066328398,0.051134436,0.041257164,,,0.006236073,,0.251744986,0.203071486,0.069390267,0.055454818,,-0.013171736,-0.020297846,0.084528487,-0.090887673,0.020821264,,,-0.03477694,0.004080756,-0.026321084,0.104945756,-0.009662919,,0.006038712,0.050820284,0.052216316,0.024757102,,-0.000755129,0.223975341,0.043443506,0.017831324,0.08526035,0.025449925,,-0.028674362,0.004264643,0.060495344,0.016717873,-0.02926732,0.025421188,-0.023861164,0.019409856,,-0.032711822,0.049286565,0.063284597,0.00752202,-0.000844832,0.456508577,0.111325435,-0.15483514,-0.024352103,0.068574182,-0.006157388,0.079843765,0.087050996,0.043229345,0.055511189,,0.026511517,0.047111419,-0.006536282,,0.0159851,,0.181899022,0.157226929,-0.028231647,-0.025677511,-0.004331841,-0.100976711,0.022162169,,-0.003363131,-0.003886077,-0.022190284,-0.062783382,0.005542575,-0.009213434,0.005742784,-0.014530423,,0.089316703,0.032657398,-0.01365731,0.054536337,0.048787359,0.051908004,0.019501351,-0.032419389,0.038347181,0.106192806,0.125136516,,0.060647313,0.033095275,0.075640939,,-0.034989287,-0.105167245,,,-0.074781048,0.021595589,0.058523903,-0.042559079,0.028343244,,0.078144001,,-0.000204902,0.119211534
RIAR,0.074823776,-0.003876026,-0.034578987,-0.027544008,-0.008915974,0.026998502,-0.038875739,0.016560304,0.105356939,-0.005256504,-0.005648394,-0.018470406,0.125901645,-6.57E-05,-0.078810595,0.17146702,-0.044089062,-0.047312259,-0.033227273,,0.093595132,0.079201965,0.070671767,0.046260106,-0.011784122,0.009595623,0.044486832,-0.034276882,,0.181577127,0.21583865,-0.010837247,0.015534777,0.01850688,0.012330443,-0.001581831,0.012408962,0.124350243,0.08947301,-0.03186768,0.026760477,0.07326943,-0.004336076,,,0.077784397,,,,,0.056810244,0.074209791,,0.095433451,-0.006585815,0.127039756,,0.001792517,0.094116806,-0.007904747,-0.018639196,0.161348041,0.017260573,0.073572517,0.172056625,-0.042227834,0.038525708,0.135868402,0.084670998,0.006994561,0.005940649,,0.017628993,0.008281447,-0.01202144,-0.011457089,0.089607067,,-0.023123822,0.030174467,-0.003097284,0.059268274,0.130725627,,0.121770092,0.041510121,-0.060079673,0.096740536,0.094866042,,0.0119413,-0.014643336,0.008916615,0.022878302,0.084639171,-0.018659521,,0.051176977,0.000732786,-0.02075427,0.099220356,-0.018779011,-0.01418799,0.004331076,0.022183585,0.194802225,0.020793332,0.147505295,-0.0269648,0.084618463,,0.048628894,0.026702275,0.219748879,-0.038039666,,0.002644374,-0.004493675,0.10647612,0.034805091,0.102841026,0.092783627,0.117258718,0.000282136,,-0.086351089,,,,0.068511664,0.050731364,0.086634777,0.029870239,-0.02858981,-0.01009505,0.01199582,0.021530999,0.023545407,0.148881281,-0.003887232,0.052812785,-0.002053243,-0.012049639,0.04025742,0.006900729,-0.027482227,-0.008950493,0.062314004,0.147763343,,0.05613649,0.072412055,0.091055693,0.124507017,0.040388669,,0.020962068,0.284125697,0.040747481,-0.108496844,-0.098844169,0.010641769,0.030343484,0.009612019,0.040634974,-0.024205908,0.039887343,0.047217001
RIBL,0.072053512,-0.001939041,0.050341766,0.212785667,-0.078096014,0.050806005,-0.142998232,0.026592777,-0.010184034,0.151511582,0.077674582,-0.20653505,0.052748166,-0.01289321,-0.10850943,-0.045962444,0.073980747,,-0.061812402,,-0.023273097,0.019620569,-0.051022349,0.197588436,0.157805495,0.044493104,0.07922287,0.001289384,,-0.024477404,0.013874468,,-0.007551091,-0.000487698,,0.076906552,-0.01746827,-0.011854994,,,0.039423122,0.012373961,-0.001667279,,,0.016679344,,-0.261163563,,-0.025422794,-0.040616764,-0.016011823,,-0.004546765,0.008318345,,,,,,0.083182996,-0.015529257,-0.014525054,-0.008699192,,-0.002042577,0.00292203,,-0.032240359,-0.046957346,0.149581664,,,0.058154638,0.43696733,0.054275848,-0.01206236,,-0.006205701,-0.064076728,-0.034156073,-0.004652368,-0.292020231,0.286576605,,0.019574291,0.031923762,0.047769112,-0.024089618,,0.026017698,,0.018039293,0.239411238,0.016866553,-0.048529326,0.013329704,,0.083920118,0.054303046,-0.03019805,,0.004415015,0.195398814,0.259216502,0.053924837,0.299534069,0.032224569,0.051281058,-0.041322703,0.014880596,-0.031037299,-0.095453193,,0.025208337,,0.5237629,,0.061091597,0.092917633,,-0.019143916,-0.067879635,0.011015042,-0.023210202,0.010966599,,-0.047411539,,,,-0.017648562,0.015660545,-0.048916325,-0.004438228,-0.020295909,0.015636283,-0.22365467,,0.050396586,-0.041986957,0.018313062,0.003281149,0.002798587,0.189735539,-0.012166659,-0.005602673,0.034431421,-0.047729342,,0.014209927,,-0.040822032,,0.010222142,,,,-0.013782351,-0.017344702,,,0.068372085,,0.013990739,,-0.00012093,0.083515453
RIBR,,,,,,0.00964491,,0.121559821,,0.078022676,0.020563417,,0.06443419,-0.032536489,-0.021931437,0.014442896,-0.034376997,0.041070921,-0.235736223,,,0.100664025,-0.023354278,-0.01022802,0.183234813,0.00557255,0.026596721,0.021682693,0.79392265,0.078486314,-0.031520033,,,0.023254143,-0.061481064,0.010022864,0.023611224,-0.00537438,0.025522356,,-0.025548879,0.001278913,0.051440265,,,-0.023780491,,,-0.007465962,,-0.029400949,0.045010591,,-0.000444476,-0.011242681,,,,,,0.162401408,0.025898521,0.123251063,0.044978313,,-0.029275569,-0.048300928,,-0.056581304,0.034318679,,,-0.036686028,-0.033395687,0.00838226,,0.017857599,,0.058158897,0.035589893,-0.001751519,-0.045640685,0.049365572,,-0.036395224,0.08881495,0.071721149,0.024818738,0.007040058,-0.035249365,0.097530492,0.002644825,0.082761878,0.464136829,,-0.002440638,,,0.008940528,0.004188343,-0.002394533,,-0.024596985,,0.000904798,-0.025900679,0.030489325,0.818299452,0.303313105,0.021812265,,-0.01293946,0.035746937,-0.039306684,0.136254128,0.194688316,0.0226465,0.041608425,0.117871527,,,0.012943237,,0.034057368,,0.033969664,0.049072241,,,,,-0.022609473,-0.034335821,-0.043562366,0.064355356,0.046644935,-0.064264466,-0.024561829,-0.031236353,-0.005079944,0.002930706,,0.183331932,0.08566999,0.008284946,0.059906436,-0.074251564,-0.022844921,0.1110767,,,0.014530069,,,0.073058497,0.053948711,,,0.054320137,,,0.041789694,,-0.00041071,,0.144876298,0.007925996,0.11245705
RICL,-0.014519668,0.038831306,-0.014665494,-0.123990542,-0.023208954,0.077925064,0.023615819,0.053357898,0.019236666,0.077272541,-0.039508377,,0.032154015,0.037852997,0.001410691,0.007378969,0.180737198,0.145104146,-0.004504025,,0.278866043,0.132548356,0.000675072,-0.000563861,0.064357575,0.020791911,0.019796981,-0.001805339,,0.008437151,-0.020738128,,-0.009225605,0.008323073,-0.009918436,0.070897083,0.004101486,-0.010762166,-0.027991475,,-0.054983399,0.133488255,-0.013701102,,-0.032438697,,,-0.036026603,,,0.055551772,0.054532695,-0.007479421,-0.045658402,-0.001418633,0.002806002,,0.054718106,,,-0.078824395,-0.041791262,0.013424119,0.004834222,0.656150206,-0.013937748,-0.037301267,0.007660882,0.064385476,0.046352779,,,0.259542682,0.063157163,-0.02179096,-0.028391311,0.0294294,0.053756721,0.025533126,0.046005551,,,0.013641701,0.020522437,0.051621042,0.042637504,0.103608832,-0.000473951,0.014951634,,-0.020674591,,0.020090349,-0.038236999,-0.009779959,0.063365574,,,,0.009302989,0.000308362,0.002488692,-0.047384637,0.018538861,0.058287203,0.158031665,0.613754865,0.040598769,0.47211547,-0.000964056,,0.030458044,-0.007873172,,,0.101376204,0.064099481,0.033777177,-0.007791019,0.063303241,-0.043439432,-0.038784946,0.011809504,0.04927402,,0.161616433,,,,-0.067539886,,-0.011096012,0.057345013,-0.049168569,0.022245693,-0.023527037,0.029122008,0.001397302,-0.007627207,0.09892589,-0.023499654,0.167424144,0.075272413,0.067699041,0.020838022,0.020851603,0.034427636,0.01121863,-0.022136439,,0.071552967,-0.033949301,0.093352613,-0.021268874,0.020232294,0.028045944,-0.055946759,,0.019100254,0.085163655,0.108476692,0.138019568,0.004133343,-0.011409575,0.011000243,-0.062947225,0.075815328,0.050401298
RICR,-0.019653196,0.073929739,,0.009927295,0.039520011,-0.000955111,,0.057426993,0.024606815,0.033278796,-0.031533222,0.062515661,0.005726918,-0.056476331,0.013597085,-0.016062566,0.024884351,0.043152605,0.004854179,,-0.060020838,0.037351215,0.006590364,0.05489547,0.048124996,-0.01700566,0.017858071,0.061213428,,0.041897591,0.069562643,,0.007363543,0.015427673,0.006336,0.031109626,0.118706869,-0.028255206,-0.03861463,-0.038135068,0.014115555,-0.007968249,-0.02256934,0.154156307,,0.22053402,-0.019851429,0.016832275,,0.154818578,-0.006187236,0.005641793,-0.059770797,0.044376172,-0.01518958,0.027879027,0.000674841,0.010625732,,,-0.015750953,-0.006608178,-0.0197184,-0.016242236,-0.06378564,-0.013083795,-0.012334641,0.0105545,-0.048587671,0.362751175,,,0.055395877,0.089487598,0.046449951,0.139389002,-0.008636412,0.0002145,0.074629604,0.022546014,0.062100073,0.139084432,0.008439688,-0.033183086,-0.078325875,0.099579005,0.346751555,0.053720021,0.015426056,,0.024087145,-0.008488189,0.119015408,0.053069219,0.015349733,-0.002426765,,,,0.016411844,0.045204735,,0.013706088,0.036025899,-0.006015351,0.042529653,0.157090686,0.010864264,0.088163653,0.559913403,-0.102485841,0.083365629,0.006422257,-0.015639054,0.006391047,0.122154479,0.026445818,-0.013075968,0.06095685,-0.002557406,-0.033089066,0.042263313,0.035606781,-0.011646388,0.068855964,-0.006773854,,,,-0.023916052,-0.096768893,-0.016320291,0.022710221,0.02727764,-0.002019555,0.013592708,0.004315428,-0.001916799,-0.057502769,-0.027846838,0.026509788,0.075683731,0.22890745,0.014788418,0.012164346,0.010152622,-0.027635329,0.018222363,0.146985917,,-0.008790491,-0.015316176,0.042486229,0.056702932,-0.014439678,0.015952392,-0.012830241,,0.037262797,0.394815344,,-0.000974987,0.053138146,-0.029376014,-0.050597665,0.016978191,-0.004243192,0.052788078
RIFR,,0.076028357,,0.024335371,-0.093256911,,,-0.051232248,-0.083549636,,0.001850971,-0.004890829,0.10243981,-0.030817321,,0.075323325,-0.003907236,,0.117834212,,-0.003270091,,-0.031234752,-0.026709982,,0.022574202,-0.063687127,,,0.006067033,,,0.005996385,,,,,,,,0.012443682,,,,,,,0.039896697,,0.123854429,,-0.004493835,,,,,,,,,-0.051758871,-0.039665226,0.209918049,-0.032586852,,0.462936182,-0.043242583,,,,,,,0.029966187,-0.103454482,0.113781085,,,0.175950283,,,0.052907203,,-0.001204064,,,-0.002654026,0.051901518,0.023827544,,,,0.050018877,-0.041240998,0.073402933,,,,,,,,-0.036519495,-0.011209928,0.038854107,,,,,0.031511284,0.661837431,,0.138090476,,,,-0.078915587,0.010852725,,0.02147318,,0.085498067,-0.137953609,0.55907914,0.141453868,,,,,0.416262474,,0.045716173,0.004219595,-0.066142601,-0.01603988,-0.056163994,0.023550902,,,-0.020048313,,0.006520522,0.047518685,-0.006690932,-0.007061996,,0.286579675,0.01982406,0.04157746,,,-0.078231771,0.009170238,,0.091486849,0.086884245,,,,0.009163307,,,,,-0.017118568,,0.213488091,0.052479346
